pincode,coordinates
601380,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601381,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601382,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601383,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601384,"{'latitude': 55.93013381958008, 'longitude': 40.90460968017578}"
601385,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601386,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601387,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601388,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601389,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601390,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601391,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601392,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601393,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601394,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601395,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601396,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601397,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601398,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601399,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601400,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601401,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601402,"{'latitude': 56.203651428222656, 'longitude': 42.313758850097656}"
601403,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601404,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601405,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601406,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601407,"{'latitude': 56.128448486328125, 'longitude': 40.011226654052734}"
601408,"{'latitude': 56.37613677978516, 'longitude': 41.92314529418945}"
601409,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601410,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601411,"{'latitude': 56.2296028137207, 'longitude': 41.73434448242188}"
601412,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601413,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601414,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601415,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601416,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601417,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601418,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601419,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601420,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601421,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601422,"{'latitude': 56.13902282714844, 'longitude': 41.99017333984375}"
601423,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601424,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601425,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601426,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601427,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601428,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601429,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601430,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601431,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601432,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601433,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601434,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601435,"{'latitude': 56.23823928833008, 'longitude': 41.99802017211914}"
601436,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601437,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601438,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601439,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601440,"{'latitude': 56.23518753051758, 'longitude': 42.17291259765625}"
601441,"{'latitude': 56.21845626831055, 'longitude': 42.189449310302734}"
601442,"{'latitude': 56.23097610473633, 'longitude': 42.19692993164063}"
601443,"{'latitude': 56.24354553222656, 'longitude': 42.13405227661133}"
601444,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601445,"{'latitude': 56.25379943847656, 'longitude': 42.11027908325195}"
601446,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601447,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601448,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601449,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601450,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601451,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601452,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601453,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601454,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601455,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601456,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601457,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601458,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601459,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601460,"{'latitude': 56.201393127441406, 'longitude': 42.6920051574707}"
601461,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601462,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601463,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601464,"{'latitude': 56.16808319091797, 'longitude': 42.44258880615234}"
601465,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601466,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601467,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601468,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601469,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601470,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601471,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601472,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601473,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601474,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601475,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601476,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601477,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601478,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601479,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601480,"{'latitude': 56.201961517333984, 'longitude': 42.69211959838867}"
601481,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601482,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601483,"{'latitude': 56.19757461547852, 'longitude': 42.70307540893555}"
601484,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601485,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601486,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601487,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601488,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601489,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601490,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601491,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601492,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601493,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601494,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601495,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601496,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601497,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601498,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601499,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601500,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601501,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601502,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601503,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601504,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601505,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601506,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601507,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601508,"{'latitude': 55.612300872802734, 'longitude': 40.682613372802734}"
601509,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601510,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601511,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601512,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601513,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601514,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601515,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601516,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601517,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601518,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601519,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601520,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601521,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601522,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601523,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601524,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601525,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601526,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601527,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601528,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601529,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601530,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601531,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601532,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601533,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601534,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601535,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601536,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601537,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601538,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601539,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601540,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601541,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601542,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601543,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601544,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601545,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601546,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601547,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601548,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601549,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601550,"{'latitude': 55.63413619995117, 'longitude': 40.69713592529297}"
601551,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601552,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601553,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601554,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601555,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601556,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601557,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601558,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601559,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601560,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601561,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601562,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601563,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601564,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601565,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601566,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601567,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601568,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601569,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601570,"{'latitude': 55.45506286621094, 'longitude': 40.60764694213867}"
601571,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601572,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601573,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601574,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601575,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601576,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601577,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601578,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601579,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601580,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601581,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601582,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601583,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601584,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601585,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601586,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601587,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601588,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601589,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601590,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601591,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601592,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601593,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601594,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601595,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601596,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601597,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601598,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601599,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601600,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601601,"{'latitude': 25.98067, 'longitude': 79.46254}"
601602,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601603,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601604,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601605,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601606,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601607,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601608,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601609,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601610,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601611,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
601612,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
